name,main_category,sub_category,image_url,image_local,link,ratings,no_of_ratings,description,discount_price_usd,actual_price_usd
GMR Men Rib Muscle Vest and Men's Regular Fit Tank Top Pack of 2,men's clothing,Innerwear,https://m.media-amazon.com/images/I/51ccUz1M6rL._AC_UL320_.jpg,product_images\69_GMR_Men_Rib_Muscle_Vest_and_Men's_Regular_Fit_Tank_Top_Pack_.jpg,https://www.amazon.in/GMR-Muscle-Regualr-Maroonk-Cotton/dp/B09MDHPWBV/ref=sr_1_6771?qid=1679142715&s=apparel&sr=1-6771,4.1,7,Buy GMR Men Muscle Vest and Regualr Tank Top (95cm ; 1 Rib Maroonk and 1 Cotton White) from T-Shirts at Amazon.in. 30 days free exchange or return,5.63,11.99
Bapna Brown Adhesive Carton packing High strength Tape 48 mm x 130 mtr roll,industrial supplies,Industrial & Scientific Supplies,https://m.media-amazon.com/images/I/21z5b+uvkLL._AC_UL320_.jpg,product_images\70_Bapna_Brown_Adhesive_Carton_packing_High_strength_Tape_48_mm.jpg,https://www.amazon.in/Bapna-Adhesive-Carton-packing-strength/dp/B01N0RQAZY/ref=sr_1_7634?qid=1679222918&s=industrial&sr=1-7634,4.2,85,"Excellent adhesion and shear properties. | Resistance to cold, heat and aging. | UV stabilised - won't lift off cartons. | High mechanical strength and good impact resistance. | Ideal for use in dispensers.",2.22,3.0
The Veshti Company Women's Premium Loose Baggy Bohemian Yoga Harem Pants,women's clothing,Western Wear,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71DJCDjTzmL._AC_UL320_.jpg,,https://www.amazon.in/Veshti-Company-Womens-Premium-Bohemian/dp/B09WMMBV1V/ref=sr_1_17865?qid=1679154088&s=apparel&sr=1-17865,5.0,1,"The Veshti Company Boho Harem Pants for Men's Cotton Low Crotch Baggy Hippie Style Loose Yoga Pant with Pocket, Mustard, Large : Amazon.in: Fashion",17.99,24.0
Maxima Analog Rose Gold Dial Women's Watch - 52800BMLI,accessories,Watches,https://m.media-amazon.com/images/I/81tbxXgxMrL._AC_UL320_.jpg,product_images\72_Maxima_Analog_Rose_Gold_Dial_Women's_Watch_-_52800BMLI.jpg,https://www.amazon.in/Maxima-Analog-Rose-Womens-Watch-52800BMLI/dp/B07PBCZ35J/ref=sr_1_11405?qid=1679156035&s=watches&sr=1-11405,3.7,7,Maxima Analog Rose Gold Dial Women's Watch - 52800BMLI : Amazon.in: Fashion,13.19,16.79
"Munchkin Arm and Hammer Diaper Pail Refill Rings, 544 Count",toys & baby products,Diapers,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/81YB15FwOxL._AC_UL320_.jpg,,https://www.amazon.in/Munchkin-Hammer-Diaper-Refill-Rings/dp/B01A6R2194/ref=sr_1_9203?qid=1679219895&s=baby&sr=1-9203,4.8,"11,622","2 Pack (holds up to 544 newborn diapers) | Compatible with Diaper Genie Elite, Diaper Genie II Elite, Diaper Genie Essentials and Diaper Genie II pails | Made with 7-layer film, lavender-scented | Latex free",52.16,78.0
Rangoli Vinyl Wall Sticker Multicolour Vinyl Medium Size 40cm or 50 cm Pack of 1 Sticker,home & kitchen,Home Décor,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/51zB3MFkjBL._AC_UL320_.jpg,,https://www.amazon.in/Rangoli-Medium-Krishna-Modern-Sticker/dp/B07T8HVWVB/ref=sr_1_8194?qid=1679213572&s=kitchen&sr=1-8194,4.3,90,"JUST PEEL & STICK: Easy to apply! This can be applied to any smooth, clean and dry Surface. | Made from self-adhesive pvc material | Use in bedroom, living room, playing room, kid’s room to enhance your living spaces instantly | Ideal size after applying on wall: 40 cm x 50 cm",1.07,9.59
"Kuber Industries 3 Piece Non Woven Fabric Saree Cover Set with Transparent Window, Extra Large, Ivory,Pink,Dark Brown",accessories,Bags & Luggage,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T1/images/I/71w2dpxYoiL._AC_UL320_.jpg,,https://www.amazon.in/Kuber-Industries-Fabric-Transparent-Window/dp/B08297CGYC/ref=sr_1_6341?qid=1679144101&s=luggage&sr=1-6341,3.8,409,"Outer Material: Polyester, Color: Multi | Dimensions: 43 cms x 35 cms x 22 cms (LxWxH) | Laptop Compatibility: No | No Warranty; made from durable, Wear and tear-resistant non-woven Fabric.Lightweight and flexible saree covers, carefully stitched to offer additional strength, Size of each bag: 43 cm x 35 cm x 22 cm, transparent see-through window for easy identification of contents.Durable zipper for easy opening and closing, ideal for storing sarees and Protecting them from dust and insects, Package Contents: 1 piece saree cover (Color: Ivory); 1 piece saree cover (Color: Dark brown); 1 piece saree cover (Color: Pink) | Carefully stitched to offer additional strength | Transparent see-through window for easy identification of contents.Durable zipper for easy opening and closing",2.04,2.99
A N Enterprises Attractive Women Cotton Nightwear Nightdresses,women's clothing,Lingerie & Nightwear,https://m.media-amazon.com/images/I/61slFIioMYL._AC_UL320_.jpg,product_images\76_A_N_Enterprises_Attractive_Women_Cotton_Nightwear_Nightdress.jpg,https://www.amazon.in/Enterprises-Attractive-Cotton-Nightwear-Nightdresses/dp/B09NCCZP54/ref=sr_1_12457?qid=1679155321&s=apparel&sr=1-12457,5.0,1,Buy A N Enterprises Attractive Women Cotton Nightwear Nightdresses White from Nighties & Nightdresses at Amazon.in. 30 days free exchange or return,3.95,11.99
freshcant Moisture Absorber by CILICAnT | Dehumidifier | Moisture Absorber for 2 BHK & 3 BHK Rooms | Protect Against Moist...,appliances,All Appliances,https://m.media-amazon.com/images/I/81JViMRQqSL._AC_UL320_.jpg,product_images\77_freshcant_Moisture_Absorber_by_CILICAnT__Dehumidifier__Moist.jpg,https://www.amazon.in/CILICAnT-Freshcant-Compact-Moisture-Absorber/dp/B08HM2QM1Z/ref=sr_1_3938?qid=1679135817&s=appliances&sr=1-3938,4.3,93,"NO MORE MOULD & FUNGUS –– DAVSORB dehumidifier sachet is a calcium chloride-based moisture absorber that absorbs excess moisture in the air up to 300 % of its weight and prevents fungal & mold growth. It fumigates and aerates the atmosphere and deodorizes closed & non air circulated spaces. | WIDE USAGE –– DAVSORB is effective even where traditional silica gel desiccants / room fresheners fail. Place in any space of Home - Living room, Bedroom or Bathroom. Suitable for Closets, Basements, Laundry rooms, Drawers, Suitcases, Clothes racks etc. Not advised to be used with food products. | WHERE TO USE - freshcant moisture absorber is a perfect room dehumidifier. You can use it in cupboards, shoeracks, rooms, kitchen, bathroom, car, Gym Locker, Garages and other storage spaces that need to be kept fresh and odour free. Its compact size makes it a perfect bathroom, wardrobe and car dehumidifier.It is spill proof and easy to place. | INDICATIVE & EASY TO USE –– Absorbs excess moisture and converts the absorbed moisture into a gel, securely capturing it within the sachet, and avoiding moisture seepage back into the packaging even in high humidity conditions. | NON-ODOROUS –– Serves as a replacement for scented room fresheners, sprays & dehumidifier machines; providing a neutral, cost effective, allergy free moisture-controlling environment with fresh air to breath. | TRUSTED BY MILLIONS WORLDWIDE –– Multiple users across the globe trust CILICANT & our various products like DAVSORB to safeguard their home, offices & other products from moisture damage. | Usage Instructions & Safety Guidelines - Remove the Davsorb inner pack from the master pouch & place it in the desired enclosed location. Replace when completely turned into gel. DO NOT place anything on top of the Davsorb pack or tear the pack & DO NOT use it with food products",17.87,25.91
"Lifelong LLOT10 10 Litres Oven, Toaster & Griller with Auto Shut Off and 30 Minute Timer, OTG Oven for Baking Cake, Pizza,...",appliances,All Appliances,https://m.media-amazon.com/images/I/71m9IxcjgoL._AC_UL320_.jpg,"product_images\78_Lifelong_LLOT10_10_Litres_Oven,_Toaster_&_Griller_with_Auto_.jpg",https://www.amazon.in/Lifelong-LLOT10-650-Watt-Toaster-Griller/dp/B01KTY5OPM/ref=sr_1_1183?qid=1679135657&s=appliances&sr=1-1183,4.1,"2,302","Advanced Safety and Control: The heat-resistant handle of the OTG guarantees secure and comfortable use. An automatic thermostat cutoff with a maximum time limit of 30 minutes with constant temperature control and a temperature range of 100 to 250 degrees is in place. | Versatile Cooking Options: Cooking, grilling, and toasting powers for various dishes. A 2-year manufacturer's warranty is included. | Optimized Capacity and Power: The OTG oven's 10-litre capacity and 1000-watt power rating make it perfect for two to three people. | Discover Culinary Excellence: Make a variety of delicious foods, like cheese toast, baked vegetables, roasted papad, pizza, cake, and more. Perfect OTG for the kitchen, offering a flexible way to cook. | Comprehensive Cooking Range: Serves as an electric food warmer, griller, pizza oven, and OTG for the kitchen. For an effective and convenient baking experience, modern electric ovens, toasters, and grillers have been created. | Essential Accessories Included: For added convenience, there is one wire rack and one baking tray provided.",26.39,36.0
